,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type
1085,C020,RL,80.0,10400,3,Lvl,3,Inside,2,NWAmes,Norm,1Fam,1Story,7,5,1988,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,2,2,CBlock,4,3,3,6,929.0,1,0.0,916.0,1845.0,3,4,1872,0,0,1872,0.0,1.0,2,0,3,1,2,7,3,Attchd,3,604.0,3,3,2,197,39,0,0,0,0,0,0,6,2006,WD 
1086,C050,RL,63.0,15564,3,Lvl,3,Inside,2,Crawfor,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,4,3,1,1,0.0,1,0.0,676.0,676.0,4,4,676,588,0,1264,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,400.0,3,3,2,424,0,0,0,0,0,0,400,1,2008,WD 
1087,C060,RL,101.0,13543,2,HLS,3,Corner,2,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,Stone,130.0,3,2,PConc,5,3,4,6,16.0,1,0.0,1152.0,1168.0,4,4,1168,1332,0,2500,0.0,0.0,3,1,5,1,4,7,4,BuiltIn,3,683.0,3,3,2,192,32,0,0,0,0,0,0,7,2008,WD 
1088,C045,RM,50.0,6130,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,5,784.0,1,0.0,0.0,784.0,3,4,784,0,0,784,1.0,0.0,1,0,2,1,3,7,0,NA,0,0.0,0,0,2,0,0,116,0,0,0,0,0,5,2008,WD 
1089,C030,RM,50.0,5925,3,Lvl,3,Corner,2,OldTown,Norm,1Fam,1Story,2,4,1940,1950,Gable,MetalSd,MetalSd,None,0.0,2,3,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,612,0,0,612,0.0,0.0,1,0,1,1,2,7,0,Detchd,1,308.0,3,2,0,0,0,25,0,0,0,0,0,10,2009,WD 
1090,C070,RL,69.0,24090,3,Lvl,3,Inside,2,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,Gable,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,2,1,0.0,1,0.0,1032.0,1032.0,4,4,1207,1196,0,2403,0.0,0.0,2,0,4,1,2,7,3,Attchd,1,349.0,3,3,2,56,0,318,0,0,0,0,0,6,2010,COD
1091,C020,RL,80.0,9600,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,5,1953,1953,Hip,HdBoard,HdBoard,Stone,238.0,2,2,CBlock,3,3,1,6,1285.0,1,0.0,131.0,1416.0,2,4,1644,0,0,1644,1.0,0.0,1,0,3,1,2,7,4,Attchd,3,418.0,3,3,2,110,0,0,0,0,0,0,0,10,2009,WD 
1092,C060,RL,65.0,8158,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,214.0,3,2,PConc,4,3,1,1,0.0,1,0.0,860.0,860.0,4,4,860,869,0,1729,0.0,0.0,2,1,3,1,3,7,0,Attchd,3,542.0,3,3,2,386,63,0,0,0,0,0,0,8,2007,WD 
1093,C030,RL,50.0,5220,2,Lvl,3,Inside,2,SWISU,Norm,1Fam,1Story,5,3,1936,1950,Gable,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,830.0,830.0,3,4,879,0,0,879,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,180.0,3,3,1,0,108,0,0,0,0,0,0,1,2006,WD 
1094,C020,RL,60.0,8172,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,2,2,CBlock,3,3,1,3,167.0,1,0.0,697.0,864.0,2,4,864,0,0,864,1.0,0.0,1,0,2,1,2,7,0,Detchd,1,572.0,3,3,0,0,0,0,0,0,0,0,0,4,2006,WD 
1095,C020,RL,72.0,9000,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,5,1956,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,2,2,CBlock,4,3,1,2,616.0,1,0.0,580.0,1196.0,3,3,1196,0,0,1196,1.0,0.0,1,0,2,1,2,7,4,Attchd,2,297.0,3,3,2,0,44,0,0,0,0,0,0,5,2008,WD 
1096,C060,RL,74.0,7844,3,Lvl,3,Inside,2,Sawyer,Norm,1Fam,2Story,6,7,1978,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,2,2,CBlock,3,3,1,5,209.0,1,0.0,463.0,672.0,2,4,672,728,0,1400,0.0,0.0,1,1,3,1,2,7,3,Attchd,3,440.0,3,3,2,0,0,0,0,0,0,0,0,3,2006,WD 
1097,C070,RL,60.0,9084,3,Lvl,3,Inside,2,Edwards,Artery,1Fam,2Story,4,5,1940,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,2,1,0.0,1,0.0,755.0,755.0,2,4,755,755,0,1510,1.0,0.0,1,0,4,1,2,7,4,Detchd,1,296.0,2,1,1,120,0,0,0,0,0,3,0,10,2009,WD 
1098,C190,RL,60.0,10800,3,Lvl,3,Inside,2,OldTown,Norm,2fmCon,2Story,4,7,1900,2000,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,0,0,0,0,0.0,0,0.0,0.0,0.0,2,3,694,600,0,1294,0.0,0.0,2,0,3,2,2,7,0,NA,0,0.0,0,0,0,220,114,210,0,0,0,0,0,8,2008,WD 
1099,C020,RL,74.0,8556,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1240.0,1240.0,4,4,1240,0,0,1240,0.0,0.0,2,0,2,1,3,7,0,Attchd,2,826.0,3,3,2,140,93,0,0,0,0,0,0,5,2007,WD 
1100,C020,RL,70.0,9100,3,Lvl,3,Inside,2,Sawyer,RRAe,1Fam,1Story,5,4,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,51.0,2,2,CBlock,3,3,1,2,36.0,1,0.0,952.0,988.0,4,4,988,0,0,988,1.0,0.0,1,0,3,1,2,7,0,Detchd,1,624.0,3,3,2,0,0,0,0,0,0,0,0,7,2006,WD 
1101,C090,RL,63.0,8668,3,Lvl,3,Corner,2,NAmes,Norm,Duplex,1Story,5,5,1968,1968,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1560.0,1560.0,2,4,1560,0,0,1560,0.0,0.0,2,0,4,2,2,7,0,Detchd,1,792.0,3,3,2,0,0,0,0,0,0,0,0,5,2007,WD 
1102,C020,RL,70.0,11767,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1Story,5,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,2,3,2,3,1078.0,1,0.0,0.0,1078.0,2,3,1368,0,0,1368,1.0,0.0,1,0,3,1,2,6,0,Attchd,2,195.0,3,3,2,0,41,211,0,0,0,0,900,6,2009,WD 
1103,C020,RL,70.0,8400,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,3,2,PConc,4,3,3,6,712.0,1,0.0,761.0,1473.0,4,4,1484,0,0,1484,1.0,0.0,2,0,3,1,3,7,0,Attchd,2,606.0,3,3,2,0,35,0,144,0,0,0,0,5,2010,WD 
1104,C120,RL,40.0,3874,2,Lvl,3,Inside,2,Greens,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,4,3,4,6,807.0,1,0.0,419.0,1226.0,2,4,1226,0,0,1226,1.0,0.0,1,0,1,1,3,7,2,Attchd,3,484.0,3,3,2,133,78,0,0,0,0,0,0,7,2006,WD 
1105,C020,RL,69.0,8076,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,1Story,6,6,1993,1994,Gable,HdBoard,HdBoard,BrkFace,112.0,2,2,PConc,4,3,1,6,705.0,1,0.0,455.0,1160.0,3,4,1169,0,0,1169,0.0,1.0,2,0,3,1,2,7,3,Attchd,3,402.0,3,3,2,0,26,0,0,144,0,3,0,7,2006,WD 
1106,C080,RL,93.0,10090,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,SLvl,7,5,1963,1999,Gable,Plywood,Plywood,BrkFace,364.0,2,2,CBlock,3,3,3,3,242.0,5,483.0,0.0,725.0,2,4,1035,616,0,1651,0.0,1.0,2,0,4,1,2,7,3,BuiltIn,1,276.0,3,3,2,460,46,0,0,165,0,3,0,10,2007,WD 
1107,C020,RL,67.0,8877,3,Lvl,3,Inside,1,Edwards,Norm,1Fam,1Story,4,6,1938,1958,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,2,5,690.0,1,0.0,126.0,816.0,4,4,816,0,0,816,1.0,0.0,1,0,2,1,2,7,4,Detchd,1,288.0,2,2,2,0,0,0,0,0,0,0,0,5,2009,WD 
1108,C020,RL,85.0,11058,3,Lvl,3,Corner,2,CollgCr,Norm,1Fam,1Story,7,6,2007,2007,Gable,VinylSd,VinylSd,Stone,212.0,3,2,PConc,4,3,1,6,56.0,1,0.0,1508.0,1564.0,4,4,1564,0,0,1564,0.0,0.0,2,0,3,1,3,7,0,Attchd,2,814.0,3,3,2,0,24,0,0,0,0,0,0,2,2008,WD 
1109,C190,RM,60.0,10800,3,Lvl,3,Inside,2,OldTown,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,482.0,482.0,4,4,1221,691,0,1912,0.0,0.0,2,0,3,2,2,7,3,Detchd,1,672.0,4,3,2,0,25,212,0,0,0,0,0,4,2008,WD 
1110,C020,RL,59.0,10936,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1510.0,1510.0,4,4,1525,0,0,1525,0.0,0.0,2,1,3,1,3,7,4,Attchd,2,534.0,3,3,2,100,18,0,0,0,0,0,0,4,2007,New
1111,C060,RL,65.0,8461,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,728.0,728.0,4,4,728,728,0,1456,0.0,0.0,2,1,3,1,3,7,4,Attchd,3,390.0,3,3,2,0,24,0,0,0,0,0,0,7,2006,New
1112,C070,RM,60.0,7518,3,Lvl,3,FR3,2,IDOTRR,Norm,1Fam,2Story,5,8,1910,2004,Gable,AsbShng,Plywood,None,0.0,1,3,BrkTil,2,2,1,1,0.0,1,0.0,396.0,396.0,3,4,665,665,0,1330,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,390.0,3,3,0,0,72,45,0,0,0,3,0,7,2006,WD 
1113,C060,RL,69.0,8010,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,7,5,2002,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,4,4,840,880,0,1720,0.0,0.0,2,1,3,1,3,7,4,BuiltIn,3,400.0,3,3,2,138,48,0,0,0,0,0,0,7,2008,WD 
1114,C085,RL,69.0,10050,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,HdBoard,HdBoard,BrkFace,87.0,2,2,CBlock,3,3,3,6,602.0,1,0.0,191.0,793.0,4,4,1280,0,0,1280,0.0,1.0,2,0,3,1,2,7,3,Basment,3,432.0,3,3,2,140,40,0,0,0,0,0,0,6,2007,WD 
1115,C120,RL,38.0,4740,2,Lvl,3,Inside,2,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CemntBd,CmentBd,None,0.0,3,2,CBlock,4,3,4,6,248.0,1,0.0,918.0,1166.0,3,4,1179,0,0,1179,1.0,0.0,2,0,2,1,2,7,0,Attchd,2,480.0,3,3,2,0,108,0,0,135,0,0,0,10,2007,WD 
1116,C030,RM,60.0,6978,3,Bnk,3,Inside,2,OldTown,Artery,1Fam,1Story,5,7,1926,1980,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,850.0,850.0,2,4,960,0,0,960,0.0,0.0,1,0,2,1,2,7,0,Detchd,2,576.0,3,3,2,0,0,116,0,0,0,0,0,4,2007,WD 
1117,C020,RL,69.0,11400,3,Lvl,3,Inside,2,NoRidge,Norm,1Fam,1Story,10,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,705.0,4,2,PConc,5,3,4,6,1282.0,1,0.0,1351.0,2633.0,4,4,2633,0,0,2633,1.0,0.0,2,1,2,1,4,7,4,Attchd,2,804.0,3,3,2,314,140,0,0,0,0,0,0,3,2007,WD 
1118,C020,RL,66.0,9240,2,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,8,1959,1998,Hip,MetalSd,MetalSd,None,0.0,3,2,CBlock,3,3,1,5,708.0,1,0.0,280.0,988.0,2,4,988,0,0,988,1.0,0.0,2,0,3,1,3,7,0,Attchd,1,297.0,3,3,2,156,0,0,0,0,0,0,0,6,2009,WD 
1119,C120,RL,24.0,2304,3,Lvl,3,Inside,2,NPkVill,Norm,Twnhs,1Story,7,7,1978,1978,Gable,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,6,632.0,1,6.0,423.0,1061.0,2,4,1055,0,0,1055,0.0,0.0,2,0,2,1,2,7,0,Attchd,1,319.0,3,3,2,108,32,0,0,0,0,0,0,4,2007,WD 
1120,C030,RL,54.0,7223,3,Lvl,3,Inside,2,Crawfor,Norm,1Fam,1Story,5,5,1926,1950,Hip,Stucco,Plywood,None,0.0,2,2,PConc,3,3,2,4,319.0,1,0.0,971.0,1290.0,2,4,1422,0,0,1422,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,352.0,3,3,2,0,0,64,0,0,0,3,0,4,2007,WD 
1121,C160,RH,69.0,3612,2,Lvl,3,Inside,2,Landmrk,Norm,Twnhs,2Story,6,5,1993,1994,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,338.0,1,0.0,292.0,630.0,4,4,630,690,0,1320,0.0,0.0,2,1,3,1,2,7,0,Detchd,1,484.0,3,3,2,0,48,0,0,0,0,3,0,6,2006,WD 
1122,C020,RL,63.0,12680,2,Lvl,3,Inside,2,NWAmes,Norm,1Fam,1Story,7,6,1988,1988,Gable,Plywood,Wd Sdng,BrkFace,102.0,3,2,CBlock,4,4,2,6,983.0,1,0.0,692.0,1675.0,4,4,1688,0,0,1688,1.0,0.0,2,0,2,1,4,7,5,Attchd,2,528.0,3,3,2,0,48,0,0,141,0,0,0,6,2008,WD 
1123,C020,RL,85.0,10176,3,Lvl,3,Inside,2,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,4,6,637.0,1,0.0,663.0,1300.0,3,4,1341,0,0,1341,1.0,0.0,1,1,2,1,3,7,1,Attchd,1,506.0,3,3,2,192,0,0,0,0,0,0,0,2,2010,WD 
1124,C080,RL,55.0,10780,2,Lvl,3,Inside,2,CollgCr,Norm,1Fam,SLvl,5,5,1976,1976,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,3,5,483.0,1,0.0,428.0,911.0,3,4,954,0,0,954,0.0,0.0,1,0,3,1,2,7,0,Detchd,1,576.0,3,3,2,0,0,0,0,0,0,0,0,7,2006,WD 
1125,C090,RL,69.0,8544,3,Lvl,3,Inside,2,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,Stucco,Stucco,BrkFace,340.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,1,3,1040,0,0,1040,0.0,0.0,2,0,2,2,2,7,0,Detchd,1,400.0,3,3,2,0,0,0,0,0,0,0,0,5,2006,WD 
1126,C060,FV,79.0,10646,2,Lvl,3,Corner,2,Somerst,Norm,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,513.0,2,2,PConc,3,3,1,6,681.0,1,0.0,177.0,858.0,4,4,872,917,0,1789,1.0,0.0,2,1,3,1,2,7,3,Attchd,3,546.0,3,3,2,0,0,0,0,0,0,0,0,6,2008,WD 
1127,C020,RL,80.0,8400,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,6,9,1962,2005,Gable,Wd Sdng,Wd Sdng,BrkFace,237.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1319.0,1319.0,2,4,1537,0,0,1537,1.0,0.0,1,1,3,1,3,7,4,Attchd,2,462.0,3,3,2,0,36,0,0,0,0,4,0,7,2008,COD
1128,C020,RL,85.0,15428,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,6,1951,1991,Hip,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,741.0,1,0.0,143.0,884.0,4,4,884,0,0,884,1.0,0.0,1,0,2,1,2,7,0,Attchd,3,270.0,3,3,2,0,0,0,0,195,0,0,0,6,2006,WD 
1129,C020,FV,81.0,11216,3,Lvl,3,Inside,2,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,4,1,1,0.0,1,0.0,1489.0,1489.0,4,4,1489,0,0,1489,0.0,0.0,2,0,3,1,3,7,4,Attchd,2,776.0,3,3,2,0,140,0,0,0,0,0,0,6,2006,New
1130,C020,RL,78.0,10140,3,Lvl,3,Inside,2,NWAmes,Norm,1Fam,1Story,6,6,1974,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,2,2,CBlock,3,3,1,5,663.0,2,377.0,0.0,1040.0,1,4,1309,0,0,1309,1.0,0.0,1,1,3,1,3,7,2,Attchd,2,484.0,3,3,2,265,0,0,0,0,648,4,0,1,2006,WD 
1131,C160,RM,42.0,3964,3,Lvl,3,Inside,2,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CemntBd,CmentBd,None,0.0,2,2,CBlock,4,3,1,5,837.0,1,0.0,105.0,942.0,3,4,1291,1230,0,2521,1.0,0.0,2,1,5,1,2,3,4,Attchd,3,576.0,3,3,2,728,20,0,0,0,0,4,0,6,2006,WD 
1132,C020,RL,98.0,11428,2,Lvl,3,Inside,2,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,248.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1626.0,1626.0,4,4,1634,0,0,1634,0.0,0.0,2,0,3,1,3,7,4,Attchd,2,866.0,3,3,2,0,44,0,0,0,0,0,0,5,2007,WD 
1133,C060,RL,80.0,10421,3,Lvl,3,Inside,2,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,2,2,CBlock,4,3,1,6,394.0,1,0.0,586.0,980.0,2,4,980,734,0,1714,0.0,0.0,2,1,3,1,2,7,3,Attchd,1,496.0,3,3,2,228,66,156,0,0,0,3,500,3,2010,WD 
1134,C075,RM,75.0,13500,3,Lvl,3,Corner,2,OldTown,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,Wd Sdng,Wd Sdng,None,0.0,2,3,PConc,3,3,1,1,0.0,1,0.0,819.0,819.0,2,3,1312,1142,0,2454,0.0,0.0,2,0,3,1,2,7,4,Attchd,1,576.0,3,3,0,0,148,150,0,0,0,3,0,2,2007,WD 
1135,C020,RL,75.0,9000,3,Lvl,3,Inside,2,NWAmes,Feedr,1Fam,1Story,6,5,1969,1969,Gable,HdBoard,HdBoard,BrkFace,200.0,2,2,CBlock,3,3,3,4,955.0,1,0.0,261.0,1216.0,2,4,1216,0,0,1216,1.0,0.0,1,0,3,1,2,7,0,Attchd,1,336.0,3,3,2,0,0,0,0,0,0,3,0,8,2009,WD 
1136,C020,RL,60.0,8089,3,HLS,3,Inside,2,StoneBr,Norm,1Fam,1Story,8,6,2007,2007,Gable,MetalSd,MetalSd,BrkFace,0.0,3,2,PConc,4,3,3,6,945.0,1,0.0,474.0,1419.0,4,4,1419,0,0,1419,1.0,0.0,2,0,2,1,3,7,4,Attchd,2,567.0,3,3,2,140,0,0,0,0,0,0,0,10,2007,New
1137,C090,RL,35.0,9400,2,Lvl,3,CulDSac,2,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,WdShing,Plywood,BrkFace,250.0,2,2,CBlock,4,4,4,6,945.0,1,0.0,0.0,945.0,2,4,980,0,0,980,0.0,2.0,2,0,4,0,2,7,0,NA,0,0.0,0,0,2,0,0,0,0,0,0,0,0,10,2006,WD 
1138,C160,FV,24.0,2117,3,Lvl,3,Inside,2,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,216.0,3,2,PConc,4,3,1,6,417.0,1,0.0,339.0,756.0,4,4,769,804,0,1573,0.0,0.0,2,1,3,1,3,7,0,Detchd,1,440.0,3,3,2,0,32,0,0,0,0,0,0,9,2007,WD 
1139,C060,FV,85.0,10625,3,Lvl,3,Inside,2,Somerst,Norm,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,353.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1158.0,1158.0,4,4,1158,1285,0,2443,0.0,0.0,2,1,4,1,3,5,4,BuiltIn,2,744.0,3,3,2,193,127,0,0,0,0,0,0,6,2007,WD 
1140,C060,FV,106.0,8413,2,Lvl,3,Inside,2,Somerst,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,2,6,901.0,1,0.0,319.0,1220.0,4,4,1220,1142,0,2362,1.0,0.0,2,1,3,1,3,7,3,Attchd,2,1105.0,4,3,2,147,0,36,0,144,0,0,0,6,2007,WD 
1141,C075,RM,75.0,13500,3,Lvl,3,Inside,2,OldTown,Artery,1Fam,2.5Unf,10,9,1893,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,4,4,BrkTil,3,3,1,1,0.0,1,0.0,1237.0,1237.0,3,4,1521,1254,0,2775,0.0,0.0,3,1,3,1,3,7,4,Detchd,1,880.0,4,3,2,105,502,0,0,0,0,0,0,7,2008,WD 
1142,C020,RL,69.0,15676,2,Low,3,Inside,2,Veenker,Norm,1Fam,1Story,8,8,1980,1980,Gable,VinylSd,VinylSd,BrkFace,115.0,3,3,CBlock,4,4,4,5,1733.0,3,92.0,189.0,2014.0,3,4,2014,0,0,2014,1.0,0.0,2,0,2,1,3,3,4,Attchd,2,864.0,3,3,2,462,0,0,255,0,0,3,0,4,2009,WD 
1143,C060,RL,82.0,9950,2,Lvl,3,Inside,2,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,3,2,PConc,4,3,1,6,565.0,1,0.0,638.0,1203.0,4,4,1214,1306,0,2520,0.0,0.0,2,1,4,1,3,7,3,Attchd,2,721.0,3,3,2,224,114,0,0,0,0,0,0,6,2007,WD 
1144,C020,RL,39.0,15410,2,Lvl,3,CulDSac,2,Sawyer,RRNe,1Fam,1Story,6,6,1974,2002,Hip,Plywood,Plywood,BrkCmn,250.0,2,3,CBlock,3,3,4,4,126.0,6,859.0,223.0,1208.0,4,4,1494,0,0,1494,1.0,0.0,2,0,3,1,2,7,2,Attchd,3,461.0,3,3,2,296,0,186,0,0,0,4,0,4,2010,WD 
1145,C030,RM,50.0,6000,3,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1Story,5,7,1921,1950,Gable,Wd Sdng,Wd Shng,None,0.0,2,2,CBlock,3,3,1,2,616.0,1,0.0,0.0,616.0,3,4,616,0,0,616,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,205.0,3,3,2,0,0,129,0,0,0,0,0,6,2006,WD 
1146,C060,RL,63.0,8402,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,789.0,789.0,3,4,789,676,0,1465,0.0,0.0,2,1,3,1,2,7,4,Attchd,3,393.0,3,3,2,0,75,0,0,0,0,0,0,5,2010,WD 
1147,C020,RL,85.0,10655,2,Lvl,3,Inside,2,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,3,2,PConc,4,3,1,6,1124.0,0,479.0,1603.0,3206.0,4,4,1629,0,0,1629,1.0,0.0,2,0,3,1,3,7,4,Attchd,2,880.0,3,3,2,0,0,0,0,0,0,0,0,10,2009,WD 
1148,C020,RL,70.0,10150,3,Lvl,3,Inside,2,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,Wd Sdng,Wd Sdng,None,1.0,2,2,CBlock,3,3,1,3,456.0,1,0.0,456.0,912.0,4,3,912,0,0,912,0.0,0.0,1,0,2,1,2,7,0,Attchd,2,275.0,3,3,2,0,0,0,0,0,0,0,0,7,2007,COD
1149,C020,RL,84.0,10084,3,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,196.0,3,2,PConc,4,3,3,6,24.0,1,0.0,1528.0,1552.0,4,4,1552,0,0,1552,0.0,0.0,2,0,3,1,3,7,0,Attchd,2,782.0,3,3,2,144,20,0,0,0,0,0,0,7,2006,New
1150,C020,RL,67.0,16285,1,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1413.0,1413.0,4,4,1430,0,0,1430,0.0,0.0,2,0,3,1,3,7,0,Attchd,2,605.0,3,3,2,0,33,0,0,0,0,0,0,6,2009,WD 
1151,C160,FV,34.0,3230,3,Lvl,3,Corner,2,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,2,2,PConc,4,3,1,6,419.0,1,0.0,310.0,729.0,3,4,729,729,0,1458,0.0,0.0,2,1,2,1,2,7,2,Detchd,1,440.0,3,3,2,0,32,0,0,0,0,0,0,6,2007,WD 
1152,C020,RL,69.0,21579,2,Lvl,3,CulDSac,2,Crawfor,Norm,1Fam,1Story,6,6,1968,1968,Hip,HdBoard,BrkFace,None,0.0,2,2,PConc,4,3,1,4,813.0,1,0.0,675.0,1488.0,4,4,1488,0,0,1488,0.0,1.0,2,0,3,1,2,7,4,Attchd,2,552.0,3,3,2,0,0,216,0,0,0,0,0,9,2007,CWD
